SongId	LyricId	Lyric Line Number	Lyric
7	728	22	And the fakers gonna fake, fake, fake, fake, fake
7	729	23	Baby, I'm just gonna shake, shake, shake, shake, shake
7	730	24	I shake it off, I shake it off
7	731	25	
7	732	26	[Verse 2]
7	733	27	I never miss a beat
7	734	28	I'm lightnin' on my feet
7	735	29	And that's what they don't see, mmm-mmm
7	736	30	That's what they don't see, mmm-mmm
7	737	31	I'm dancin' on my own (Dancin' on my own)
7	738	32	I make the moves up as I go (Moves up as I go)
7	739	33	And that's what they don't know, mmm-mmm
7	740	34	That's what they don't know, mmm-mmm
7	741	35	
7	742	36	[Pre-Chorus]
7	743	37	But I keep cruisin'
7	744	38	Can't stop, won't stop groovin'
7	745	39	It's like I got this music in my mind
7	746	40	Sayin', "It's gonna be alright"
7	747	41	[Chorus]
7	748	42	'Cause the players gonna play, play, play, play, play
7	749	43	And the haters gonna hate, hate, hate, hate, hate
7	750	44	Baby, I'm just gonna shake, shake, shake, shake, shake
7	751	45	I shake it off, I shake it off
7	752	46	Heartbreakers gonna break, break, break, break, break
7	753	47	And the fakers gonna fake, fake, fake, fake, fake
7	754	48	Baby, I'm just gonna shake, shake, shake, shake, shake
7	755	49	I shake it off, I shake it off
7	756	50	
7	757	51	[Post-Chorus]
7	758	52	Shake it off, I shake it off
7	759	53	I, I, I shake it off, I shake it off
7	760	54	I, I, I shake it off, I shake it off
7	761	55	I, I, I shake it off, I shake it off
7	762	56	
7	763	57	[Interlude]
7	764	58	Hey, hey, hey
7	765	59	Just think, while you've been gettin' down and out about the liars
7	766	60	And the dirty, dirty cheats of the world
7	767	61	You could've been gettin' down
7	768	62	To this sick beat
7	769	63	[Bridge]
7	770	64	My ex-man brought his new girlfriend
7	771	65	She's like, "Oh my God!" But I'm just gonna shake
7	772	66	And to the fella over there with the hella good hair
7	773	67	Won't you come on over, baby?
7	774	68	We can shake, shake, shake
7	775	69	Yeah, oh, oh, oh
7	776	70	[Chorus]
7	777	71	'Cause the players gonna play, play, play, play, play
7	778	72	And the haters gonna hate, hate, hate, hate, hate
7	779	73	(Haters gonna hate)
7	780	74	Baby, I'm just gonna shake, shake, shake, shake, shake
7	781	75	I shake it off, I shake it off (Ha!)
7	782	76	Heartbreakers gonna break, break, break, break, break (Mmm)
7	783	77	And the fakers gonna fake, fake, fake, fake, fake
7	784	78	(And fake, and fake, and fake)
7	785	79	Baby, I'm just gonna shake, shake, shake, shake, shake
7	786	80	I shake it off, I shake it off (I, I, I)
7	787	81	
7	788	82	[Post-Chorus]
7	789	83	Shake it off, I shake it off
7	790	84	I, I, I shake it off, I shake it off
7	791	85	I, I, I shake it off, I shake it off
7	792	86	I, I, I shake it off, I shake it off
7	793	87	Shake it off, I shake it off
7	794	88	I, I, I shake it off, I shake it off
7	795	89	I, I, I shake it off, I shake it off
7	796	90	I, I, I shake it off, I shake it off (Yeah!)
7	797	91	Shake it off, I shake it off
7	798	92	I, I, I shake it off, I shake it off (You got to)
7	799	93	I, I, I shake it off, I shake it off
7	800	94	I, I, I shake it off, I shake it off
7	801	95	[Video directed by Mark Romanek]
8	538	1	[Verse 1]
8	539	2	It's 2 AM in your car
8	540	3	Windows down, you pass my street, the memories start
8	541	4	You say it's in the past, you drive straight ahead
8	542	5	You're thinking that I hate you now
8	543	6	'Cause you still don't know what I never said
8	544	7	
8	545	8	[Chorus]
8	546	9	I wish you would come back
8	547	10	Wish I never hung up the phone like I did, I
8	548	11	Wish you knew that
8	549	12	I'd never forget you as long as I live, and I
8	550	13	Wish you were right here, right now, it's all good
8	551	14	I wish you would
8	552	15	[Verse 2]
8	553	16	It's 2 AM in my room
8	554	17	Headlights pass the window pane
8	555	18	I think of you
8	556	19	We're a crooked love in a straight line down
8	557	20	Makes you want to run and hide
8	558	21	But it makes you turn right back around
8	559	22	
8	560	23	[Chorus]
8	561	24	I wish you would come back
8	562	25	Wish I never hung up the phone like I did, I
8	563	26	Wish you knew that
8	564	27	I'd never forget you as long as I live, and I
8	565	28	Wish you were right here, right now, it's all good
8	566	29	I wish you would
8	567	30	I wish we could go back
8	568	31	And remember what we were fighting for, and I
8	569	32	Wish you knew that
8	570	33	I miss you too much to be mad anymore, and I
8	571	34	Wish you were right here, right now, it's all good
8	572	35	I wish you would
8	573	36	
8	574	37	[Post-Chorus]
8	575	38	I, I, I, I, I, I wish I, wish I
8	576	39	I, I, I, I, I, I wish I, wish I
8	577	40	I, I, I, I, I, I wish I, wish I
8	578	41	[Bridge]
8	579	42	You always knew how to push my buttons
8	580	43	You give me everything and nothing
8	581	44	This mad, mad love makes you come running
8	582	45	To stand back where you stood
8	583	46	I wish you would, I wish you would
8	584	47	(I wish you would, I wish you would)
8	585	48	I wish you would, I wish you would
8	586	49	(I wish you would, I wish you would)
8	587	50	(I wish, I wish, I)
8	588	51	
8	589	52	[Verse 3]
8	590	53	2 AM, here we are
8	591	54	See your face, hear my voice in the dark
8	592	55	We're a crooked love in a straight line down
8	593	56	Makes you wanna run and hide
8	594	57	But it made us turn right back around
8	595	58	
8	596	59	[Chorus]
8	597	60	I wish you would come back
8	598	61	Wish I never hung up the phone like I did, I
8	599	62	Wish you knew that
8	600	63	I'd never forget you as long as I live, and I
8	601	64	Wish you were right here, right now, it's all good
8	602	65	I wish you would
8	603	66	I wish you would come back
8	604	67	Wish I never hung up the phone like I did, I
8	605	68	Wish you knew that
8	606	69	I'd never forget you as long as I live, and I
8	607	70	Wish you were right here, right now, it's all good
8	608	71	I wish you would
8	609	72	I wish we could go back
8	610	73	And remember what we were fighting for, and I
8	611	74	Wish you knew that
8	612	75	I miss you too much to be mad anymore, and I
8	613	76	Wish you were right here, right now, it's all good
8	614	77	I wish you would
8	615	78	[Outro]
8	616	79	(I, I, I, I, I, I wish I, wish I)
8	617	80	You always knew how to push my buttons
8	618	81	You give me everything and nothing
8	619	82	This mad, mad love makes you come running
8	620	83	To stand back where you stood
8	621	84	I wish you would, I wish you would
8	622	85	(I wish you would, I wish you would)
8	623	86	I wish you would, I wish you would
8	624	87	(I wish you would, I wish you would, I wish you would)
8	625	88	(I, I, I, I, I, I wish I, wish I)
8	626	89	I, I, I, I, I, I wish I, wish I
8	627	90	I, I, I, I, I, I wish I, wish I
8	628	91	I wish you would
9	155	1	[Chorus]
9	156	2	'Cause baby, now we've got bad blood
9	157	3	You know it used to be mad love
9	158	4	So take a look what you've done
9	159	5	'Cause baby, now we've got bad blood, hey!
9	160	6	Now we've got problems
9	161	7	And I don't think we can solve 'em
9	162	8	You made a really deep cut
9	163	9	And baby, now we've got bad blood, hey!
9	164	10	
9	165	11	[Verse 1]
9	166	12	Did you have to do this?
9	167	13	I was thinking that you could be trusted
9	168	14	Did you have to ruin what was shiny?
9	169	15	Now it's all rusted
9	170	16	Did you have to hit me where I'm weak?
9	171	17	Baby, I couldn't breathe
9	172	18	And rub it in so deep
9	173	19	Salt in the wound like you're laughing right at me
9	174	20	[Pre-Chorus]
9	175	21	Oh, it's so sad to
9	176	22	Think about the good times
9	177	23	You and I
9	178	24	
9	179	25	[Chorus]
9	180	26	'Cause baby, now we've got bad blood
9	181	27	You know it used to be mad love
9	182	28	So take a look what you've done
9	183	29	'Cause baby, now we've got bad blood, hey!
9	184	30	Now we've got problems
9	185	31	And I don't think we can solve 'em
9	186	32	You made a really deep cut
9	187	33	And baby, now we've got bad blood, hey!
9	188	34	
9	189	35	[Verse 2]
9	190	36	Did you think we'd be fine?
9	191	37	Still got scars on my back from your knives
9	192	38	So don't think it's in the past
9	193	39	These kinds of wounds, they last and they last
9	194	40	Now, did you think it all through?
9	195	41	All these things will catch up to you
9	196	42	And time can heal, but this won't
9	197	43	So if you're coming my way
9	198	44	Just don't
9	199	45	[Pre-Chorus]
9	200	46	Oh, it's so sad to
9	201	47	Think about the good times
9	202	48	You and I
9	203	49	
9	204	50	[Chorus]
9	205	51	'Cause baby, now we've got bad blood
9	206	52	You know it used to be mad love
9	207	53	So take a look what you've done
9	208	54	'Cause baby, now we've got bad blood, hey!
9	209	55	Now we've got problems
9	210	56	And I don't think we can solve 'em
9	211	57	You made a really deep cut
9	212	58	And baby, now we've got bad blood, hey!
9	213	59	
9	214	60	[Bridge]
9	215	61	Band-aids don't fix bullet holes
9	216	62	You say sorry just for show
9	217	63	If you live like that, you live with ghosts
9	218	64	Band-aids don't fix bullet holes
9	219	65	You say sorry just for show
9	220	66	If you live like that, you live with ghosts
9	221	67	If you love like that, blood runs cold
9	222	68	
9	223	69	[Chorus]
9	224	70	'Cause baby, now we've got bad blood
9	225	71	You know it used to be mad love
9	226	72	So take a look what you've done
9	227	73	'Cause baby, now we've got bad blood, hey!
9	228	74	Now we've got problems
9	229	75	And I don't think we can solve 'em (Think we can solve 'em)
9	230	76	You made a really deep cut
9	231	77	And baby, now we've got bad blood, hey!
9	232	78	'Cause baby, now we've got bad blood
9	233	79	You know it used to be mad love
9	234	80	So take a look what you've done (Look what you've done)
9	235	81	'Cause baby, now we've got bad blood, hey!
9	236	82	Now we've got problems
9	237	83	And I don't think we can solve 'em
9	238	84	You made a really deep cut
9	239	85	And baby, now we've got bad blood, hey!
10	981	1	[Verse 1]
10	982	2	He said, "Let's get out of this town
10	983	3	Drive out of the city, away from the crowds"
10	984	4	I thought, "Heaven can't help me now"
10	985	5	Nothing lasts forever
10	986	6	But this is gonna take me down
10	987	7	
10	988	8	[Pre-Chorus]
10	989	9	He's so tall and handsome as hell
10	990	10	He's so bad, but he does it so well
10	991	11	I can see the end as it begins
10	992	12	My one condition is
10	993	13	[Chorus]
10	994	14	Say you'll remember me
10	995	15	Standin' in a nice dress
10	996	16	Starin' at the sunset, babe
10	997	17	Red lips and rosy cheeks
10	998	18	Say you'll see me again
10	999	19	Even if it's just in your
10	1000	20	Wildest dreams, ah, ha
10	1001	21	Wildest dreams, ah, ha
10	1002	22	
10	1003	23	[Verse 2]
10	1004	24	I said, "No one has to know what we do"
10	1005	25	His hands are in my hair, his clothes are in my room
10	1006	26	And his voice is a familiar sound
10	1007	27	Nothin' lasts forever
10	1008	28	But this is gettin' good now
10	1009	29	
10	1010	30	[Pre-Chorus]
10	1011	31	He's so tall and handsome as hell
10	1012	32	He's so bad, but he does it so well
10	1013	33	And when we've had our very last kiss
10	1014	34	My last request is
10	1015	35	
10	1016	36	[Chorus]
10	1017	37	Say you'll remember me
10	1018	38	Standin' in a nice dress
10	1019	39	Starin' at the sunset, babe
10	1020	40	Red lips and rosy cheeks
10	1021	41	Say you'll see me again
10	1022	42	Even if it's just in your
10	1023	43	Wildest dreams, ah, ha
10	1024	44	Wildest dreams, ah, ha
10	1025	45	[Bridge]
10	1026	46	You'll see me in hindsight
10	1027	47	Tangled up with you all night
10	1028	48	Burnin' it down
10	1029	49	Someday, when you leave me
10	1030	50	I bet these memories
10	1031	51	Follow you around
10	1032	52	You'll see me in hindsight
10	1033	53	Tangled up with you all night
10	1034	54	Burnin' (Burnin') it (It) down (Down)
10	1035	55	Someday, when you leave me
10	1036	56	I bet these memories
10	1037	57	Follow (Follow) you (You) around
10	1038	58	(Follow you around)
10	1039	59	
10	1040	60	[Breakdown]
10	1041	61	Say you'll remember me
10	1042	62	Standing in a nice dress
10	1043	63	Starin' at the sunset, babe
10	1044	64	Red lips and rosy cheeks
10	1045	65	Say you'll see me again
10	1046	66	Even if it's just pretend
10	1047	67	
10	1048	68	[Chorus]
10	1049	69	Say you'll remember me
10	1050	70	Standin' in a nice dress
10	1051	71	Starin' at the sunset, babe
10	1052	72	Red lips and rosy cheeks
10	1053	73	Say you'll see me again
10	1054	74	Even if it's just in your (Just pretend, just pretend)
10	1055	75	Wildest dreams, ah, ha (Ah)
10	1056	76	In your wildest dreams, ah, ha
10	1057	77	Even if it's just in your
10	1058	78	In your wildest dreams, ah, ha
10	1059	79	In your wildest dreams, ah, ha
11	402	1	[Intro]
11	403	2	Oh, oh, oh
11	404	3	Oh, oh, oh
11	405	4	Oh-oh, oh-oh
11	406	5	
11	407	6	[Verse 1]
11	408	7	Stand there like a ghost
11	409	8	Shaking from the rain, rain
11	410	9	She'll open up the door and say, "Are you insane?"
11	411	10	Say it's been a long six months
11	412	11	And you were too afraid to tell her what you want, want
11	413	12	[Pre-Chorus]
11	414	13	And that's how it works
11	415	14	That's how you get the girl
11	416	15	And then, you say
11	417	16	
11	418	17	[Chorus]
11	419	18	I want you for worse or for better
11	420	19	I would wait forever and ever
11	421	20	Broke your heart, I'll put it back together
11	422	21	I would wait forever and ever
11	423	22	And that's how it works
11	424	23	That's how you get the girl, girl (Oh-oh, oh)
11	425	24	And that's how it works
11	426	25	That's how you get the girl, girl
11	427	26	
11	428	27	[Verse 2]
11	429	28	Remind her how it used to be, be, yeah-yeah
11	430	29	With pictures in frames of kisses on cheeks, cheeks
11	431	30	Tell her how you must have lost your mind, ooh-ooh
11	432	31	When you left her all alone
11	433	32	And never told her why, why
11	434	33	
11	435	34	[Pre-Chorus]
11	436	35	And that's how it works
11	437	36	That's how you lost the girl
11	438	37	And now, you say
11	439	38	[Chorus]
11	440	39	I want you for worse or for better
11	441	40	I would wait forever and ever (Ever and ever)
11	442	41	Broke your heart, I'll put it back together
11	443	42	I would wait forever and ever
11	444	43	And that's how it works
